group1,group2,statistic,pvalue,pvalue_adjusted,significant,size,metric
JSON-minify0-gzip0,JSON-minify0-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify0-gzip0,JSON-minify1-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify0-gzip0,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify0-gzip0,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify0-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify0-gzip1,JSON-minify1-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify0-gzip1,JSON-minify1-gzip1,83.0,0.014019277113959951,0.014019277113959951,True,extra-small,LCP (s)
JSON-minify0-gzip1,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify0-gzip1,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify1-gzip0,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify1-gzip0,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify1-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify1-gzip1,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify1-gzip1,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
HTML-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-small,LCP (s)
JSON-minify0-gzip0,JSON-minify0-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify0-gzip0,JSON-minify1-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify0-gzip0,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify0-gzip0,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify0-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify0-gzip1,JSON-minify1-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify0-gzip1,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify0-gzip1,HTML-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify0-gzip1,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify1-gzip0,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify1-gzip0,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify1-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify1-gzip1,HTML-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify1-gzip1,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
HTML-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,small,LCP (s)
JSON-minify0-gzip0,JSON-minify0-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify0-gzip0,JSON-minify1-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify0-gzip0,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify0-gzip0,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify0-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify0-gzip1,JSON-minify1-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify0-gzip1,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify0-gzip1,HTML-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify0-gzip1,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify1-gzip0,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify1-gzip0,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify1-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify1-gzip1,HTML-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify1-gzip1,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
HTML-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,medium,LCP (s)
JSON-minify0-gzip0,JSON-minify0-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify0-gzip0,JSON-minify1-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify0-gzip0,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify0-gzip0,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify0-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify0-gzip1,JSON-minify1-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify0-gzip1,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify0-gzip1,HTML-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify0-gzip1,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify1-gzip0,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify1-gzip0,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify1-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify1-gzip1,HTML-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify1-gzip1,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
HTML-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,large,LCP (s)
JSON-minify0-gzip0,JSON-minify0-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify0-gzip0,JSON-minify1-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify0-gzip0,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify0-gzip0,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify0-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify0-gzip1,JSON-minify1-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify0-gzip1,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify0-gzip1,HTML-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify0-gzip1,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify1-gzip0,JSON-minify1-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify1-gzip0,HTML-gzip0,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify1-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify1-gzip1,HTML-gzip0,0.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
JSON-minify1-gzip1,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
HTML-gzip0,HTML-gzip1,100.0,0.00018267179110955002,0.0027400768666432504,True,extra-large,LCP (s)
